game,session,track,car,lap,start,end,time,length,valid
iRacing,1670272422,roadamerica full,Kia Optima,1,2022-12-05 21:36:13.679191+00:00,2022-12-05 21:38:33.835088+00:00,140.185135,6409,True
iRacing,1670273262,roadamerica full,Kia Optima,2,2022-12-05 21:50:19.458489+00:00,2022-12-05 21:52:39.689615+00:00,140.236,6408,True
iRacing,1670266040,roadamerica full,Kia Optima,3,2022-12-05 19:52:18.141110+00:00,2022-12-05 19:54:38.382170+00:00,140.274872,6409,True
iRacing,1670266040,roadamerica full,Kia Optima,2,2022-12-05 19:49:57.750595+00:00,2022-12-05 19:52:18.107627+00:00,140.370331,6408,True
iRacing,1670273262,roadamerica full,Kia Optima,4,2022-12-05 21:55:01.199132+00:00,2022-12-05 21:57:21.555771+00:00,140.399567,6409,True
iRacing,1670273262,roadamerica full,Kia Optima,9,2022-12-05 22:06:45.773507+00:00,2022-12-05 22:09:06.052551+00:00,140.46907,6408,True
Automobilista 2,1671645530,Cordoba:Cordoba_NATL,MINI Cooper S 1965 B,1,2022-12-21 17:59:12.766557+00:00,2022-12-21 18:00:31.537063+00:00,-3.0,2275,True
iRacing,1670308697,oulton island,Mazda MX-5 Cup,1,2022-12-06 00:42:58.202409+00:00,2022-12-06 00:43:25.297171+00:00,27.1036377,3540,True
Assetto Corsa (64 bit),1670611605,spa:,rss_formula_rss_3_v6,1,2022-12-09 19:49:46.844007+00:00,2022-12-09 19:51:57.000399+00:00,130.14,6945,True
Automobilista 2,1671630769,Bathurst:Bathurst_2020,Dallara F309,2,2022-12-21 13:55:03.653523+00:00,2022-12-21 13:57:12.064657+00:00,140.50354,6201,True
Automobilista 2,1671630769,Bathurst:Bathurst_2020,Dallara F309,1,2022-12-21 13:52:48.883850+00:00,2022-12-21 13:55:03.538971+00:00,146.283539,6203,True
iRacing,1670249576,lagunaseca,Mazda MX-5 Cup,1,2022-12-05 06:12:54.764942+00:00,2022-12-05 06:13:20.112835+00:00,25.3919659,3570,True
RaceRoom,1670268740,Silverstone Circuit,Unknown,1,2022-12-05 19:34:42.788157+00:00,2022-12-05 19:36:37.130876+00:00,-1.0,5868,True
iRacing,1670238139,spa up,Mercedes W12,1,2022-12-05 06:05:44.137256+00:00,2022-12-05 06:07:26.885396+00:00,102.776634,6927,True
iRacing,1670238752,spa up,Mercedes W12,15,2022-12-05 06:39:31.967841+00:00,2022-12-05 06:41:15.171199+00:00,103.2187,6929,True
iRacing,1670238139,spa up,Mercedes W12,2,2022-12-05 06:07:26.905466+00:00,2022-12-05 06:09:10.424114+00:00,103.518967,6928,True
iRacing,1670238752,spa up,Mercedes W12,16,2022-12-05 06:41:15.186822+00:00,2022-12-05 06:42:59.055770+00:00,103.874069,6928,True
iRacing,1670238752,spa up,Mercedes W12,18,2022-12-05 06:44:43.435351+00:00,2022-12-05 06:46:27.646862+00:00,104.23233,6928,True
iRacing,1670238752,spa up,Mercedes W12,17,2022-12-05 06:42:59.080577+00:00,2022-12-05 06:44:43.417510+00:00,104.3793,6928,True
iRacing,1670238752,spa up,Mercedes W12,19,2022-12-05 06:46:27.687904+00:00,2022-12-05 06:48:12.196971+00:00,104.52977,6927,True
iRacing,1670238752,spa up,Mercedes W12,9,2022-12-05 06:28:03.046758+00:00,2022-12-05 06:29:47.802086+00:00,104.801735,6928,True
iRacing,1670238752,spa up,Mercedes W12,20,2022-12-05 06:48:12.212094+00:00,2022-12-05 06:49:57.031702+00:00,104.8196,6928,True
iRacing,1670238752,spa up,Mercedes W12,3,2022-12-05 06:17:27.211443+00:00,2022-12-05 06:19:12.010535+00:00,104.863068,6929,True
iRacing,1670195814,summit summit raceway,Formula Vee,4,2022-12-04 18:16:55.894464+00:00,2022-12-04 18:19:15.140259+00:00,90.13515,3200,True
iRacing,1671612931,nurburgring gp,Mercedes W12,2,2022-12-21 10:01:05.437876+00:00,2022-12-21 10:02:38.058081+00:00,92.63904,5069,True
iRacing,1671612931,nurburgring gp,Mercedes W12,1,2022-12-21 09:59:31.179572+00:00,2022-12-21 10:01:05.421704+00:00,94.277504,5069,True
RaceRoom,1671632457,Red Bull Ring Spielberg,Unknown,1,2022-12-21 14:21:00.114248+00:00,2022-12-21 14:21:25.754156+00:00,-1.0,4321,True
Automobilista 2,1671630383,ImolaAMS2:Imola_GP_1972,Lotus Type 49C Cosworth,1,2022-12-21 13:46:31.156824+00:00,2022-12-21 13:46:52.481632+00:00,-3.0,4949,True
RaceRoom,1671626633,Circuit Zandvoort 2019,Unknown,1,2022-12-21 13:43:53.931737+00:00,2022-12-21 13:48:16.482842+00:00,-1.0,4273,True
Assetto Corsa (64 bit),1671623886,rmi_nkp_prato:long,legion_corvette_c6r_2010,1,2022-12-21 13:00:07.858437+00:00,2022-12-21 13:01:40.211025+00:00,92.43,3893,True
Assetto Corsa (64 bit),1671624426,rmi_nkp_prato:long,legion_corvette_c6r_2010,3,2022-12-21 13:11:15.828614+00:00,2022-12-21 13:13:04.845415+00:00,109.068,3896,True
Assetto Corsa (64 bit),1671624426,rmi_nkp_prato:long,legion_corvette_c6r_2010,1,2022-12-21 13:07:11.840709+00:00,2022-12-21 13:11:15.717041+00:00,109.955994,3897,True
Assetto Corsa Competizione,1670228763,brands_hatch:track config,Unknown,52,2022-12-05 03:48:59.066117+00:00,2022-12-05 03:50:29.773586+00:00,91.005,3905,True
Assetto Corsa Competizione,1670228763,brands_hatch:track config,Unknown,45,2022-12-05 03:33:42.218414+00:00,2022-12-05 03:35:13.296498+00:00,91.11,3908,True
Assetto Corsa Competizione,1670228763,brands_hatch:track config,Unknown,47,2022-12-05 03:40:34.311319+00:00,2022-12-05 03:42:05.638663+00:00,91.53,3897,True
Assetto Corsa Competizione,1670228763,brands_hatch:track config,Unknown,48,2022-12-05 03:42:06.073551+00:00,2022-12-05 03:43:37.459401+00:00,91.59,3897,True
Assetto Corsa Competizione,1670228763,brands_hatch:track config,Unknown,51,2022-12-05 03:47:26.881136+00:00,2022-12-05 03:48:58.622685+00:00,91.957,3901,True
Assetto Corsa Competizione,1670228763,brands_hatch:track config,Unknown,43,2022-12-05 03:30:36.744841+00:00,2022-12-05 03:32:08.815477+00:00,92.242,3906,True
RaceRoom,1671625023,Spa-Francorchamps,Unknown,4,2022-12-21 13:26:21.009873+00:00,2022-12-21 13:28:45.741867+00:00,144.826538,6977,True
RaceRoom,1671626172,Spa-Francorchamps,Unknown,8,2022-12-21 14:05:16.972680+00:00,2022-12-21 14:07:53.853577+00:00,156.9563,6974,True
Automobilista 2,1670286917,Nurburgring_2020:Nordschleife_2020,Sauber Mercedes C9,1,2022-12-06 01:35:18.305484+00:00,2022-12-06 01:38:09.172510+00:00,-3.0,20812,True
iRacing,1670307141,daytona 2011 oval,Ford F150,11,2022-12-06 00:24:19.786554+00:00,2022-12-06 00:25:08.503508+00:00,48.7359657,3987,True
iRacing,1670307141,daytona 2011 oval,Ford F150,8,2022-12-06 00:20:58.333315+00:00,2022-12-06 00:21:48.071506+00:00,49.7519341,3987,True
iRacing,1670307141,daytona 2011 oval,Ford F150,2,2022-12-06 00:13:20.030634+00:00,2022-12-06 00:14:10.378528+00:00,50.3504333,3988,True
iRacing,1670307141,daytona 2011 oval,Ford F150,12,2022-12-06 00:25:08.534291+00:00,2022-12-06 00:25:59.244392+00:00,50.7373657,3987,True
iRacing,1670305048,daytona 2011 oval,Ford F150,3,2022-12-05 23:52:09.615390+00:00,2022-12-05 23:53:00.575629+00:00,51.0132141,3988,True
iRacing,1670306607,daytona 2011 oval,Ford F150,2,2022-12-06 00:05:28.784909+00:00,2022-12-06 00:06:21.332845+00:00,52.57543,3988,True
iRacing,1670306607,daytona 2011 oval,Ford F150,1,2022-12-06 00:04:35.693868+00:00,2022-12-06 00:05:28.755113+00:00,53.1207352,3989,True
iRacing,1670307141,daytona 2011 oval,Ford F150,7,2022-12-06 00:20:04.528502+00:00,2022-12-06 00:20:58.304439+00:00,53.8153648,3987,True
iRacing,1670305048,daytona 2011 oval,Ford F150,1,2022-12-05 23:42:24.099286+00:00,2022-12-05 23:43:22.474344+00:00,58.403347,3987,True
Assetto Corsa (64 bit),1670309789,akr_newcastle_2019:,bmw_m3_e30_dtm_rennverein,6,2022-12-06 08:06:03.330635+00:00,2022-12-06 08:07:28.538152+00:00,85.266,2600,True
Assetto Corsa (64 bit),1670309789,akr_newcastle_2019:,bmw_m3_e30_dtm_rennverein,4,2022-12-06 08:04:33.460542+00:00,2022-12-06 08:06:03.221683+00:00,89.781,2600,True
Assetto Corsa (64 bit),1670309789,akr_newcastle_2019:,bmw_m3_e30_dtm_rennverein,4,2022-12-06 08:02:17.790999+00:00,2022-12-06 08:04:33.345779+00:00,93.288,2598,True
Assetto Corsa (64 bit),1670309789,akr_newcastle_2019:,bmw_m3_e30_dtm_rennverein,2,2022-12-06 07:58:38.482491+00:00,2022-12-06 08:00:14.685293+00:00,96.249,2597,True
Assetto Corsa (64 bit),1670309789,akr_newcastle_2019:,bmw_m3_e30_dtm_rennverein,1,2022-12-06 07:56:34.275505+00:00,2022-12-06 07:58:38.362693+00:00,98.5919952,2599,True
Automobilista 2,1670176288,Laguna_Seca:Laguna_Seca_2020,Reynard 95i Ford-Cosworth,5,2022-12-04 18:56:43.670182+00:00,2022-12-04 18:57:52.115330+00:00,77.6353149,3599,True
Automobilista 2,1670176288,Laguna_Seca:Laguna_Seca_2020,Reynard 95i Ford-Cosworth,4,2022-12-04 18:55:34.835046+00:00,2022-12-04 18:56:43.547492+00:00,78.06299,3601,True
Automobilista 2,1670176288,Laguna_Seca:Laguna_Seca_2020,Reynard 95i Ford-Cosworth,1,2022-12-04 18:51:27.995400+00:00,2022-12-04 18:53:12.440726+00:00,79.2927246,3600,True
Automobilista 2,1670176288,Laguna_Seca:Laguna_Seca_2020,Reynard 95i Ford-Cosworth,3,2022-12-04 18:54:24.166674+00:00,2022-12-04 18:55:34.724648+00:00,79.5455,3597,True
Automobilista 2,1670176288,Laguna_Seca:Laguna_Seca_2020,Reynard 95i Ford-Cosworth,2,2022-12-04 18:53:12.559457+00:00,2022-12-04 18:54:24.059982+00:00,80.4340057,3597,True
iRacing,1670316336,nurburgring nordschleife,Porsche 911 GT3.R,4,2022-12-06 04:23:12.129496+00:00,2022-12-06 04:30:02.293515+00:00,410.173126,20639,True
iRacing,1670316336,nurburgring nordschleife,Porsche 911 GT3.R,1,2022-12-06 03:59:34.558397+00:00,2022-12-06 04:06:29.896599+00:00,415.365631,20639,True
iRacing,1670316336,nurburgring nordschleife,Porsche 911 GT3.R,3,2022-12-06 04:13:58.345258+00:00,2022-12-06 04:21:18.129675+00:00,439.81076,20640,True
iRacing,1670316336,nurburgring nordschleife,Porsche 911 GT3.R,2,2022-12-06 04:06:29.924814+00:00,2022-12-06 04:13:58.284481+00:00,448.359283,20638,True
Assetto Corsa (64 bit),1670176465,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,5,2022-12-04 19:01:21.762148+00:00,2022-12-04 19:02:59.571399+00:00,97.8839951,5075,True
Assetto Corsa (64 bit),1670176465,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,9,2022-12-04 19:08:02.464004+00:00,2022-12-04 19:09:40.538844+00:00,98.145,5072,True
Assetto Corsa (64 bit),1670176465,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,31,2022-12-04 19:49:22.045680+00:00,2022-12-04 19:51:00.431502+00:00,98.43001,5070,True
Assetto Corsa (64 bit),1670174701,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,9,2022-12-04 18:42:17.506961+00:00,2022-12-04 18:43:55.961954+00:00,98.5499954,5069,True
Assetto Corsa (64 bit),1670176465,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,14,2022-12-04 19:16:25.642509+00:00,2022-12-04 19:18:04.179443+00:00,98.571,5070,True
Assetto Corsa (64 bit),1670176465,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,36,2022-12-04 19:57:40.982021+00:00,2022-12-04 19:59:19.707031+00:00,98.745,5068,True
Assetto Corsa (64 bit),1670174701,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,5,2022-12-04 18:32:00.053400+00:00,2022-12-04 18:33:38.845355+00:00,98.889,5073,True
Assetto Corsa (64 bit),1670176465,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,25,2022-12-04 19:35:00.259337+00:00,2022-12-04 19:36:39.107257+00:00,98.95799,5076,True
Assetto Corsa (64 bit),1670174701,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,4,2022-12-04 18:30:20.885843+00:00,2022-12-04 18:31:59.945373+00:00,99.084,5077,True
Assetto Corsa (64 bit),1670176465,ks_nurburgring:layout_gp_a_osrw,ks_porsche_919_hybrid_2016_evo,34,2022-12-04 19:54:22.145305+00:00,2022-12-04 19:56:01.092787+00:00,99.084,5076,True
iRacing,1670220597,dover,NASCAR Toyota Camry,13,2022-12-05 01:15:45.790684+00:00,2022-12-05 01:16:04.220516+00:00,18.3902645,1640,True
iRacing,1670357629,silverstone 2019 gp,Mercedes-AMG W13 E Performance,5,2022-12-06 20:20:52.164822+00:00,2022-12-06 20:21:31.974725+00:00,39.8283577,5800,True
Automobilista 2,1670219852,Buenos_Aires:Buenos_Aires_Circuito_8,Formula Trainer,1,2022-12-04 23:58:01.379758+00:00,2022-12-05 00:00:19.026007+00:00,-3.0,3499,True
iRacing,1670242105,eldora,Street Stock,5,2022-12-05 04:10:40.546639+00:00,2022-12-05 04:11:00.461847+00:00,19.9458485,709,True
iRacing,1670242105,eldora,Street Stock,4,2022-12-05 04:10:20.576509+00:00,2022-12-05 04:10:40.511044+00:00,19.9611816,708,True
iRacing,1670242105,eldora,Street Stock,2,2022-12-05 04:09:40.587207+00:00,2022-12-05 04:10:00.571304+00:00,19.9849815,709,True
iRacing,1670242105,eldora,Street Stock,3,2022-12-05 04:10:00.592253+00:00,2022-12-05 04:10:20.546482+00:00,20.0123825,709,True
iRacing,1670242105,eldora,Street Stock,1,2022-12-05 04:09:20.445732+00:00,2022-12-05 04:09:40.564358+00:00,20.1363831,708,True
Assetto Corsa (64 bit),1670340575,gt_autodromo_lago_maggiore:z,rn_sandero_rs,2,2022-12-06 16:31:55.591171+00:00,2022-12-06 16:32:55.203512+00:00,59.613,1972,True
Assetto Corsa (64 bit),1670340575,gt_autodromo_lago_maggiore:z,rn_sandero_rs,1,2022-12-06 16:29:43.559986+00:00,2022-12-06 16:31:55.451951+00:00,63.153,1969,True
Assetto Corsa Competizione,1670180562,monza:track config,Unknown,1,2022-12-04 20:02:47.578119+00:00,2022-12-04 20:04:56.522321+00:00,0.0,5793,True
Assetto Corsa Competizione,1670180562,monza:track config,Unknown,1,2022-12-04 20:02:47.578119+00:00,2022-12-04 20:04:56.522321+00:00,0.0,5793,True
Automobilista 2,1670869344,ImolaAMS2:Imola_GP_1988,Formula Classic Gen3 Model1,1,2022-12-12 19:22:19.467722+00:00,2022-12-12 19:25:02.318839+00:00,-3.0,4962,True
iRacing,1670855331,virginia full,Porsche 911 GT3 Cup (992),2,2022-12-12 15:30:58.486329+00:00,2022-12-12 15:31:33.526861+00:00,35.0402336,5220,True
iRacing,1671646152,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,3,2022-12-21 19:11:26.793785+00:00,2022-12-21 19:12:09.354180+00:00,42.5656738,1340,True
iRacing,1671646720,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,2,2022-12-21 19:19:47.771592+00:00,2022-12-21 19:20:33.316406+00:00,45.5886,1339,True
iRacing,1671643130,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,1,2022-12-21 18:19:12.828739+00:00,2022-12-21 18:19:58.590571+00:00,45.75313,1339,True
iRacing,1671647105,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,3,2022-12-21 19:27:10.541065+00:00,2022-12-21 19:27:56.328045+00:00,45.8143,1338,True
iRacing,1671643130,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,2,2022-12-21 18:19:58.620330+00:00,2022-12-21 18:20:44.397658+00:00,45.83383,1338,True
iRacing,1671643370,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,5,2022-12-21 18:26:17.113211+00:00,2022-12-21 18:27:02.980748+00:00,45.91567,1339,True
iRacing,1671647105,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,2,2022-12-21 19:25:23.531754+00:00,2022-12-21 19:27:10.506638+00:00,46.0983,1339,True
iRacing,1671643370,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,6,2022-12-21 18:27:03.013158+00:00,2022-12-21 18:27:49.063959+00:00,46.0987,1338,True
iRacing,1671643370,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,7,2022-12-21 18:27:49.094320+00:00,2022-12-21 18:28:35.223254+00:00,46.1389,1339,True
iRacing,1671646152,charlotte 2018 2019 rallycrosslong,Volkswagen Beetle GRC Lite,1,2022-12-21 19:09:38.481897+00:00,2022-12-21 19:10:24.795238+00:00,46.3361435,1339,True
iRacing,1670224288,spa combined,BMW M4 GT3,42,2022-12-05 01:59:28.684460+00:00,2022-12-05 01:59:42.870879+00:00,14.168705,6930,True
Assetto Corsa (64 bit),1670276837,kleine_nordschleife:,chawaii_pgrczct3,2,2022-12-06 08:25:43.018462+00:00,2022-12-06 08:28:18.957699+00:00,155.976,7101,True
Assetto Corsa (64 bit),1670276837,kleine_nordschleife:,chawaii_pgrczct3,3,2022-12-06 08:28:19.064696+00:00,2022-12-06 08:30:56.711104+00:00,157.713,7099,True
Assetto Corsa (64 bit),1670277435,kleine_nordschleife:,chawaii_pgrczct3,2,2022-12-06 08:35:18.953473+00:00,2022-12-06 08:38:04.588749+00:00,165.64801,7095,True
Assetto Corsa (64 bit),1670277435,kleine_nordschleife:,chawaii_pgrczct3,1,2022-12-06 08:32:21.932991+00:00,2022-12-06 08:35:18.850578+00:00,177.794983,7097,True
Automobilista 2,1670262517,Road_America:Road_America_RC,Lola B2K00 Ford-Cosworth,5,2022-12-05 18:56:01.528521+00:00,2022-12-05 18:57:39.271357+00:00,85.0332,6440,True
Automobilista 2,1670262517,Road_America:Road_America_RC,Lola B2K00 Ford-Cosworth,2,2022-12-05 18:51:05.747333+00:00,2022-12-05 18:52:44.315812+00:00,85.5022,6439,True
Automobilista 2,1670262517,Road_America:Road_America_RC,Lola B2K00 Ford-Cosworth,3,2022-12-05 18:52:44.425245+00:00,2022-12-05 18:54:22.477725+00:00,85.62793,6436,True
Automobilista 2,1670262517,Road_America:Road_America_RC,Lola B2K00 Ford-Cosworth,4,2022-12-05 18:54:22.586011+00:00,2022-12-05 18:56:01.420114+00:00,85.9206543,6433,True
Automobilista 2,1670262517,Road_America:Road_America_RC,Lola B2K00 Ford-Cosworth,1,2022-12-05 18:48:36.307651+00:00,2022-12-05 18:51:05.631639+00:00,86.4018555,6434,True
iRacing,1670273815,texas 2020 oval,Chevrolet National Impala,21,2022-12-05 21:07:46.736425+00:00,2022-12-05 21:07:59.630117+00:00,12.883667,2350,True
Assetto Corsa (64 bit),1670279701,kleine_nordschleife:,rss_formula_79,2,2022-12-06 09:13:09.466808+00:00,2022-12-06 09:15:40.724147+00:00,151.29599,7098,True
Assetto Corsa (64 bit),1670279144,kleine_nordschleife:,rss_formula_79,1,2022-12-06 09:04:14.826038+00:00,2022-12-06 09:06:50.213219+00:00,155.37,7100,True
Automobilista,1670868645,Algarve GT Circuit,Unknown,6,2022-12-12 18:22:54.977333+00:00,2022-12-12 18:24:58.921237+00:00,124.458862,4660,True
Automobilista,1670868645,Algarve GT Circuit,Unknown,8,2022-12-12 18:27:02.443282+00:00,2022-12-12 18:29:08.411794+00:00,126.147766,4656,True
Automobilista,1670868645,Algarve GT Circuit,Unknown,1,2022-12-12 18:10:52.787814+00:00,2022-12-12 18:16:31.916382+00:00,127.412506,4658,True
Automobilista,1670868645,Algarve GT Circuit,Unknown,3,2022-12-12 18:16:32.055208+00:00,2022-12-12 18:18:39.372764+00:00,127.734619,4653,True
Automobilista,1670868645,Algarve GT Circuit,Unknown,5,2022-12-12 18:20:44.943632+00:00,2022-12-12 18:22:54.862068+00:00,130.054565,4666,True
Assetto Corsa (64 bit),1670204782,albion:,gue_brabham_bt63_gt2,1,2022-12-05 02:46:26.703282+00:00,2022-12-05 02:48:34.701824+00:00,131.607,5667,True
Assetto Corsa (64 bit),1671642236,kyalami_2016:gt_challenge,tcr_audi_rs3_lms_2021,4,2022-12-21 18:13:12.454825+00:00,2022-12-21 18:15:04.866770+00:00,112.425,4501,True
Assetto Corsa (64 bit),1671642236,kyalami_2016:gt_challenge,tcr_audi_rs3_lms_2021,3,2022-12-21 18:11:19.208190+00:00,2022-12-21 18:13:12.343897+00:00,113.172,4502,True
Assetto Corsa (64 bit),1671642236,kyalami_2016:gt_challenge,tcr_audi_rs3_lms_2021,1,2022-12-21 18:07:25.662872+00:00,2022-12-21 18:11:19.094718+00:00,114.141,4504,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,12,2022-12-06 02:20:22.436016+00:00,2022-12-06 02:20:52.846083+00:00,30.4375324,2438,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,113,2022-12-06 03:22:08.380343+00:00,2022-12-06 03:22:38.790676+00:00,30.4455,2437,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,9,2022-12-06 02:18:50.714481+00:00,2022-12-06 02:19:21.148761+00:00,30.4551334,2438,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,118,2022-12-06 03:24:41.743332+00:00,2022-12-06 03:25:12.203204+00:00,30.4983673,2439,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,115,2022-12-06 03:23:09.646850+00:00,2022-12-06 03:23:40.160364+00:00,30.5494671,2439,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,127,2022-12-06 03:32:05.734642+00:00,2022-12-06 03:32:36.285916+00:00,30.576067,2437,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,11,2022-12-06 02:19:51.835762+00:00,2022-12-06 02:20:22.405599+00:00,30.6164341,2437,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,27,2022-12-06 02:30:59.965851+00:00,2022-12-06 02:31:30.586015+00:00,30.6383,2439,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,10,2022-12-06 02:19:21.180291+00:00,2022-12-06 02:19:51.805603+00:00,30.6443329,2439,True
iRacing,1670310870,atlanta 2022 oval,NASCAR Chevrolet Camaro ZL1,1,2022-12-06 02:14:38.466430+00:00,2022-12-06 02:15:44.582009+00:00,30.6471672,2437,True
RaceRoom,1670863028,Norisring,Unknown,1,2022-12-12 17:37:09.673508+00:00,2022-12-12 17:37:35.190040+00:00,-1.0,2209,True
Automobilista 2,1670283877,Nurburgring_2020:Nordschleife_2020,BMW M8 GTE,1,2022-12-06 00:44:38.889956+00:00,2022-12-06 00:45:03.084533+00:00,-3.0,20812,True
Race Room,1670178835,Monza Circuit,Unknown,1,2022-12-04 19:36:43.109890+00:00,2022-12-04 19:38:47.809941+00:00,-1.0,5779,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,5,2022-12-04 19:09:03.571963+00:00,2022-12-04 19:10:11.882812+00:00,69.95563,3143,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,7,2022-12-04 19:11:21.066858+00:00,2022-12-04 19:12:29.429484+00:00,70.05969,3147,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,2,2022-12-04 19:05:27.191866+00:00,2022-12-04 19:06:36.341571+00:00,70.3140259,3148,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,6,2022-12-04 19:10:11.991049+00:00,2022-12-04 19:11:20.957153+00:00,70.34961,3146,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,4,2022-12-04 19:07:54.231008+00:00,2022-12-04 19:09:03.464019+00:00,70.8125,3144,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,1,2022-12-04 19:03:33.979331+00:00,2022-12-04 19:05:27.083085+00:00,70.8529053,3145,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,8,2022-12-04 19:12:29.537693+00:00,2022-12-04 19:13:39.148474+00:00,71.15967,3146,True
Automobilista 2,1670176939,Long_Beach:Long_Beach,Reynard 95i Ford-Cosworth,3,2022-12-04 19:06:36.449919+00:00,2022-12-04 19:07:54.122710+00:00,78.66986,3146,True
iRacing,1670222468,atlanta 2022 oval,Chevrolet Silverado,11,2022-12-05 01:52:57.743131+00:00,2022-12-05 01:53:28.666358+00:00,30.95385,2437,True
iRacing,1670224488,atlanta 2022 oval,Chevrolet Silverado,40,2022-12-05 02:43:53.409884+00:00,2022-12-05 02:44:24.373382+00:00,30.983366,2439,True
iRacing,1670224488,atlanta 2022 oval,Chevrolet Silverado,20,2022-12-05 02:27:46.848859+00:00,2022-12-05 02:28:17.867610+00:00,31.0558662,2439,True
iRacing,1670222468,atlanta 2022 oval,Chevrolet Silverado,10,2022-12-05 01:52:26.686333+00:00,2022-12-05 01:52:57.711516+00:00,31.05825,2438,True
iRacing,1670224488,atlanta 2022 oval,Chevrolet Silverado,104,2022-12-05 03:29:35.823712+00:00,2022-12-05 03:30:06.865591+00:00,31.0775661,2439,True
iRacing,1670224488,atlanta 2022 oval,Chevrolet Silverado,44,2022-12-05 02:45:58.955797+00:00,2022-12-05 02:46:30.016881+00:00,31.092,2437,True
iRacing,1670222468,atlanta 2022 oval,Chevrolet Silverado,8,2022-12-05 01:51:22.948131+00:00,2022-12-05 01:51:54.036532+00:00,31.1088161,2439,True
iRacing,1670224488,atlanta 2022 oval,Chevrolet Silverado,42,2022-12-05 02:44:55.710919+00:00,2022-12-05 02:45:26.794889+00:00,31.1228333,2439,True
iRacing,1670224488,atlanta 2022 oval,Chevrolet Silverado,90,2022-12-05 03:18:23.794774+00:00,2022-12-05 03:18:54.920373+00:00,31.1427326,2438,True
iRacing,1670224488,atlanta 2022 oval,Chevrolet Silverado,29,2022-12-05 02:35:15.192142+00:00,2022-12-05 02:35:46.319566+00:00,31.1505661,2439,True
Automobilista 2,1670870585,ImolaAMS2:Imola_GP_1988,Formula Reiza,1,2022-12-12 19:43:00.846616+00:00,2022-12-12 19:44:43.722777+00:00,-3.0,4964,True
iRacing,1670225973,lakeland,Legends Ford  34 Coupe - Rookie,6,2022-12-05 01:41:39.617221+00:00,2022-12-05 01:42:04.497552+00:00,24.8458672,979,True
iRacing,1670225616,lakeland,Legends Ford  34 Coupe - Rookie,1,2022-12-05 01:34:15.242360+00:00,2022-12-05 01:34:40.097423+00:00,24.8772,979,True
iRacing,1670225469,lakeland,Legends Ford  34 Coupe - Rookie,1,2022-12-05 01:31:47.668072+00:00,2022-12-05 01:32:12.557366+00:00,24.9201336,978,True
iRacing,1670225973,lakeland,Legends Ford  34 Coupe - Rookie,4,2022-12-05 01:40:49.652437+00:00,2022-12-05 01:41:14.587458+00:00,24.9472,979,True
